title,rating,body
Never ever I am going to get any thing from samsung from amazon,1.0,Worst product from Samsung ibreally did not expect this from samsung and I really had more expectations about this productMore over this phone says 90 hz display bit it hangs a lot and it's like using a fake 3 class phone.I do not want the other customers to fall for the Advitisment of this device which is a total scam I would like to says people be careful and don't be a victim to this phone
Nothing good in Samsung Mobile. Canera & Cgargibg speed is too bad,1.0,"Review Summary: I bought two Samsung phone and both have below cons. A21- Rs 18000, M12-10500Dislike: Charging Speed too low, Camera is very bad. Phone is quite slow as compared to other rivalary phone. Too heavy. In short Phone is very costly as compared to its features. Touch screen is also not so fast. Sometimes it doesnt work.Samsung seriously need to work on the above problems."
Worst device,1.0,"Initially when I purchased I had a problem with it's speaker after the instructions followed for fixing now the device is overheating while charging , also when I'm using for even small applications like Google meet its not even a heavy application like COD . I advise you to not buy this device it has so many issues like this, Worst experience ever and it's only been a month since I have purchased it from Amazon."
The worst model from samsung.,1.0,"The worst mobile I have bought from samsung. I have been a premium samsung customer in past where I haven't faced any issues. But for this model, by day 16 the display is not seen and I can't replace the mobile even in Amazon and also in samsung. The battery is getting heated up. I suggest not to buy this model because I have an issue in camera which I have replaced and faced the above issue with the second buy."
software issues,1.0,This phone was gifted by me and the user of the phone has the following complain. she is been using it for 15 days now.1.Sometime the dialing just stops and it hangs for a while.2. Sometime u cannot disconnect the call.3. In a span of 15 days the phone has hanged for 4 times4. I feel there is a software issue.5. there are few small problems while using the phone but cannot explain.
Good phone with a weak battery,3.0,Battery is pathetic.  It's not 6000 mh battery. it drains very fast. Phone is ok for 10000 budget. Samsung quality has dropped.  Earlier Samsung phone had a superb quality.People buying this phone can go ahead. Good phone only battery  draining fast.I am using vivo y12. It's 5000 mh battery  but it last more than M12.
Do not expect Expensive samsung phones like Performance.,3.0,"Samsung offered great features in this price range but the performance is not as it may seem. Back camera is good, but front camera image quality reminded of starting phone camera (blurry). Fingerprint reader does not work many times. Surprisingly this new phone also hangs sometimes. Still it is usable considering its price. You can consider MI to Samsung in this price range"
Used just 15 days so can't give full feedback but will mention few key positive and negative,3.0,"Good about product- battery  is superb- camera is Ok Ok not so good as expected from 48MP camera- easy to operateNegatives- processing is concern , very slow response of touch , even my three years led phone give better touch response- hindi typing is tedious process which must be easy like other phones- charging time is 3 hours so not so quick"
Lighter would have been better,5.0,"Phone is quite heavy in weight. Fingerprint sesnsor is fast. Camera quality is not as good as expected. UI is smooth. Back panel looks good. Battery is good. As the headphone jack is in the lower part of the panel, you can't keep the phone in upright position when the headphone is plugged in."
Best phone in this price range,4.0,"Loved this phone, especially battery life is amazing,  I can easily go without charging for 2 days. I m not a heavy user though I play CoD once a day and response is good, doesn't lag at all. Happy with this buy, full value for money.Con: Camera could have been better, just that I have seen better photos with lesser specs"
Not bad,4.0,Not bad for my needs as I'm not a PUBG fanboy... good for elderly people.. go for Galaxy F22(G80) or M21-2021(Exy9611) if you're looking for a better gaming XP.. Camera suffers in low light but pretty solid in daylight.. Software is well optimised unlike Mi and Realme.. Quite a bit overpriced..Not Bad but certainly not the Best.. Galaxy F22 has better XP.. M03s has better Value
Interior product (Not recommended),1.0,"Interior product with very bad quality body material. Not charging and battery is getting heating.Very much unsatisfied with Amazon to list such a bad quality product, selling no support being provided after sell.Also I loosed trust on Samsung. Hard to believe such big brand reputed company ditching customer by providing worst quality product."
Good Budget phone for lite users,4.0,I bought this for my mother who uses for basic calls and youtube. Not for moderate or heavy users. It will be a good option if calls and little bit of social media are the only things you use on phone.
Within few days Display suddenly gone and it was not covered under warranty,2.0,"Purchased the device 2 months back, Now Mobile Display was not showing and when shown to the service center they won't cover the display under warrenty, they charged us for the display.Device display causing the issue because of high capacity battery and mobile heating issue"
Go for it!,5.0,"This is an amazing product, the ram is really fast and it's battery life is just amazing, I am really happy with my purchase and would definitely recommend this. The cameras are amazing and I'm super happy with the front camera as well. The scrolling feels so smooth and the wide screen is a good feature.  Overall I'm really happy with this, definitely an upgrade from my old Redmi Note 4!"
