title,rating,body
Sound quality not good,2.0,Good product but i replace it one time and second time i return it because it make some different noise again my opinion is not to buy because you can get more good product in this price
Gym buddy,5.0,"I like the overall sound quality of the product, just that you have to push to buttons for a few good seconds to power on or off or change to a next track. And that's not too comfy when you're on a treadmill"
Not suitable for iphones.,1.0,"This product is not good and compatible with iphones. Sound quality is very low, on call sound is worst and phone battery is draining like anything. Twice ordered (using return option) but both the sets were same issue. I do not recommend this product for iphone. For other phone may test and try."
Boom baby the best,5.0,Tooooooooo good just go for it without 2nd thought avg for looks great for work 2days gone I am waiting for to charge it and it still says wait for sometime baby I can still work 😲👻😮
Beauty to use & great full to have nice service from the boat,5.0,Extradinary service by the BOAT companyI have been using this for an year now.I claimed warranty 2 times and they provided me good service.My friend bought BOLT and it's service is so poor he was not satisfiedEvery object will gain defect one or the other day service makes difference You can claim warrent if it has some problems but it should not be damaged Physically
Suggestion,3.0,"Sound quality is goodNoise cancellation should be improved little moreBluetooth connectivity is good bt some times it cracks the music rhythmStill Same i would say, Now a days the bluetooth is getting Disconnecting again and again in certain Frequencyand the Grip of Ear rubbers should be firm - It slips down quickly"
Sound quality isNot as expected,4.0,"Sound quality not as expected. Used boat wired ear phones earlier. Compared to that it is not effective. Old piece having issue with left side after using 1 year. But I preferred boat again because of quality,but disappointed with wireless piece."
A 5-Star Rating for a 5-Star product. 🌟,5.0,"Great product, though you clearly feel that the manufacturer really work hard on bass factor.A good product with a great battery backup & outstandingly surprising sound quality. Go for it with this bumper price.A 5-Star Rating for a 5-Star product. 🌟"
nice product ...but stopped working,5.0,"I purchased a Boat Rockerz wireless headphones from amazon , the quality was so good …. but after one week its one ear piece stopped working.. and now there is no refund or replace options available on amazon .. As there is 1 year warranty on this product…So, I request to replace this product as early as possible....."
"Sounds quality, build quality, colour, and the Name BOAT",5.0,"The media could not be loaded.
                




   1.light weight2.superb sound quality3.battery back up awesome, because i received today. I using continuous, at the moment I checking battery is 100%4.I also like blue. Its also blue really like it5.button, USB C-type very good"
Super bass.. value for money..,4.0,Super bass. At the second day they losing magnetic powers...  Boat signature sound...Value for money.... Stylish...... Compact desine...... amazing built quality....... super battery....
boat rockerz 255 headset one side speaker not working,1.0,"The enclosed boat rockerz 255 Bluetooth headset which I purchased on  ( Amazon ) october-17,2019 Is one side speaker not working properly.as it is still covered by the original  manufacturer warranty.i requested that u repair or replace it. My sales  invoice & warranty number are enclosed.please ship  the repaired  or replaced iteam to me at the address on this letterhead .Thank you for your prompt attention ..."
Battery drain and bad customers  support  service center,1.0,Wrost productWithin 10 days noticed defectedBattery draining  very fastAnd only one service centre in chennai that too worst customers  serviceTill now no response from themAmazon pls look on to ur selling partners product quality  and its customer service
Mic does not work anywhere except calls! Mic is the worst! Sound quality is the best.,2.0,"Sound quality is good.Microphone is the worst.Mic does not work with third party apps. Idk if that is my phone's problem. I tried with different phones still the mic does not work with apps like WhatsApp, recorder, etc. It only works with calls and that too worst quality."
Most hopeless products  and services,1.0,This products are working is very bad because  of 5 month  working is good but after his not working properly like sound and button . I have complained on boat company to return or replace  but there is no solution. And very bad service....i fill very bad to why purchase this product
